job_title,job_detail_url,job_listed,company_name,company_link,company_location
Senior Contract Specialist - Remote | Hybrid,https://www.linkedin.com/jobs/view/senior-contract-specialist-remote-hybrid-at-get-it-recruit-hospitality-3610557837?refId=76fLNOB8jGaVgf477FzqVQ%3D%3D&trackingId=%2B4L6ZFD9SD8I766uM4mSwg%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card,1 month ago,Get It Recruit - Hospitality,https://www.linkedin.com/company/get-it-recruit-hospitality?trk=public_jobs_jserp-result_job-search-card-subtitle,"Washington, DC"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632918501?refId=76fLNOB8jGaVgf477FzqVQ%3D%3D&trackingId=AtN265pu1cqj7sEU25VPnQ%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Denver, CO"
Senior Contract Analyst,https://www.linkedin.com/jobs/view/senior-contract-analyst-at-docs-3627125900?refId=76fLNOB8jGaVgf477FzqVQ%3D%3D&trackingId=24oq2JePNI9fNfZ5o4nN0g%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card,2 weeks ago,DOCS,https://ie.linkedin.com/company/iconstrategicsolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"All, MO"
Contract Compliance Analyst - Remote | WFH,https://www.linkedin.com/jobs/view/contract-compliance-analyst-remote-wfh-at-get-it-recruit-real-estate-3628974134?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=iXMU7NrZ9ShQuvDi7jk01w%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,Get It Recruit - Real Estate,https://www.linkedin.com/company/get-it-recruit-real-estate?trk=public_jobs_jserp-result_job-search-card-subtitle,"Charlotte, NC"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-pioneering-evolution-llc-3617094576?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=0SmcryZVOPaXIkSTw1sgsw%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card,4 weeks ago,"Pioneering Evolution, LLC",https://www.linkedin.com/company/pioneering-evolution-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,Washington DC-Baltimore Area
Contract Manager,https://www.linkedin.com/jobs/view/contract-manager-at-spectrum-staffing-services-hrstaffers-inc-3632437132?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=YCqHGUmxtgGzFsDGdVopXA%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Spectrum Staffing Services/HRStaffers Inc.,https://www.linkedin.com/company/spectrum-staffing-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Swannanoa, NC"
Technical Support Analyst I _ Contract _ Onsite,https://www.linkedin.com/jobs/view/technical-support-analyst-i-contract-onsite-at-kaeppel-consulting-llc-3636917228?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=MebMiMN7fAjMpybjRpgt9w%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,"Kaeppel Consulting, LLC",https://www.linkedin.com/company/kaeppel-consulting?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Antonio, TX"
CONTRACTS COORD,https://www.linkedin.com/jobs/view/contracts-coord-at-city-of-chicago-3639346476?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=TZfdkORwCwTut3McECXc5g%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card,6 days ago,City of Chicago,https://www.linkedin.com/company/city-of-chicago?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chicago, IL"
"Analyst 1, Cust Contract Admin",https://www.linkedin.com/jobs/view/analyst-1-cust-contract-admin-at-software-technology-inc-3615643910?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=3rpiCsz3QZDTgkHiuyFf%2Bg%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,Software Technology Inc.,https://www.linkedin.com/company/software-technology-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Diego, CA"
Claims and Contract Management Specialist,https://www.linkedin.com/jobs/view/claims-and-contract-management-specialist-at-nsc-3632581798?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=O6sk%2BJ5IN9ETIMK95k0YxQ%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,NSC,https://www.linkedin.com/company/nsc-thestaffingexperts?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tampa, FL"
Project Manager - Contract,https://www.linkedin.com/jobs/view/project-manager-contract-at-manna-drone-delivery-3616795576?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=JCTdM0lXwGDU5V6pR3xaog%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,Manna Drone Delivery,https://ie.linkedin.com/company/mannaaero?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dallas, TX"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-ncms-%E2%80%93-national-center-for-manufacturing-sciences-3631605444?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=0RwDxRTKn12N7OCdwVMfeg%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,NCMS – National Center for Manufacturing Sciences,https://www.linkedin.com/company/national-center-for-manufacturing-sciences?trk=public_jobs_jserp-result_job-search-card-subtitle,"Detroit, MI"
Data Entry Assistant / Full time (Remote),https://www.linkedin.com/jobs/view/data-entry-assistant-full-time-remote-at-elite-it-solutions-inc-3645000290?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=EjZEhyaQHjYLjoD1Mwh5lQ%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,59 minutes ago,"ELITE IT Solutions, Inc.",https://www.linkedin.com/company/elite-it-solutions-inc.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dallas, TX"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-gqr-global-markets-3633512651?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=oMFghLzGFycS6NvZWOm60g%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,GQR Global Markets,https://www.linkedin.com/company/gqr-global-markets?trk=public_jobs_jserp-result_job-search-card-subtitle,"Philadelphia, PA"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-edgelink-3627791413?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=4TiaT5T7GjsIzVAy8LTzwQ%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,EdgeLink,https://www.linkedin.com/company/edgelink?trk=public_jobs_jserp-result_job-search-card-subtitle,"Canonsburg, PA"
Litigation and Contract Paralegal,https://www.linkedin.com/jobs/view/litigation-and-contract-paralegal-at-arteris-3612859549?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=0XclpsiaHBYLSTF7XmCbbA%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,Arteris,https://www.linkedin.com/company/arteris?trk=public_jobs_jserp-result_job-search-card-subtitle,"Campbell, CA"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-ncms-%E2%80%93-national-center-for-manufacturing-sciences-3605184207?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=FbR8LIWBZTaGwheeqQWC6Q%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,NCMS – National Center for Manufacturing Sciences,https://www.linkedin.com/company/national-center-for-manufacturing-sciences?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ann Arbor, MI"
Healthcare Contract Manager - Remote | WFH,https://www.linkedin.com/jobs/view/healthcare-contract-manager-remote-wfh-at-get-it-recruit-healthcare-3626158963?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=sOfxo6%2Br7Dt%2Fw0XcAJ6e6Q%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Get It Recruit - Healthcare,https://www.linkedin.com/company/get-it-recruit-healthcare?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
Contract Paralegal,https://www.linkedin.com/jobs/view/contract-paralegal-at-leeds-professional-resources-3638387613?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=mkeXEs4VfWgpUJ6S3EhCMQ%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,Leeds Professional Resources,https://www.linkedin.com/company/leeds-professional-resources?trk=public_jobs_jserp-result_job-search-card-subtitle,"Miami, FL"
Contract Associate,https://www.linkedin.com/jobs/view/contract-associate-at-cypress-hcm-3631353522?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=nwh4Rg0TkVALGwdYZJ%2BSOQ%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,Cypress HCM,https://www.linkedin.com/company/cypress-hcm?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cincinnati, OH"
Sr IT Compliance Analyst - 35795,https://www.linkedin.com/jobs/view/sr-it-compliance-analyst-35795-at-follett-higher-education-3644859859?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=ABjVz5khsz6UGfZZS2MvPA%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card,2 hours ago,Follett Higher Education,https://www.linkedin.com/company/follett-higher-education?trk=public_jobs_jserp-result_job-search-card-subtitle,"Westchester, IL"
ASST COMMISSIONER-PUBLIC FUNDED PROJECTS,https://www.linkedin.com/jobs/view/asst-commissioner-public-funded-projects-at-city-of-chicago-3644850001?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=Bf95%2B9IhB%2B5qmh4HnOznNw%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card,4 hours ago,City of Chicago,https://www.linkedin.com/company/city-of-chicago?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chicago, IL"
"Creative Director, Contract",https://www.linkedin.com/jobs/view/creative-director-contract-at-left-field-labs-3632697550?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=6tFGnWfsiNPM3N9VkYSJzA%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Left Field Labs,https://www.linkedin.com/company/left-field-labs?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-modern-air-mechanical-llc-3637505399?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=j9BK76IQN51qTMSVTTBi4A%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,"Modern Air Mechanical, LLC",https://www.linkedin.com/company/modern-air-mechanical-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Merced, CA"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-housing-authority-of-the-city-of-pittsburgh-3619868380?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=iuBIDMkux8mpKvhxppJ1NA%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card,4 weeks ago,Housing Authority of the City of Pittsburgh,https://www.linkedin.com/company/housing-authority-city-of-pittsburgh?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pittsburgh, PA"
"Senior Manager, Contract Manufacturing",https://www.linkedin.com/jobs/view/senior-manager-contract-manufacturing-at-real-staffing-3627129842?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=VKZP2syM%2BBDz0Z%2BNsawrig%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Real Staffing,https://uk.linkedin.com/company/real-staffing-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Richmond City County, VA"
Administrator of Contract Services,https://www.linkedin.com/jobs/view/administrator-of-contract-services-at-qwalifize-staffing-consulting-3627931533?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=YQiCK7yDk1sXyYFighV5QQ%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Qwalifize Staffing & Consulting,https://www.linkedin.com/company/qwalifizestaffing?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Antonio, TX"
Acquisition Analyst/Contract Specialist,https://www.linkedin.com/jobs/view/acquisition-analyst-contract-specialist-at-prosource360-consulting-services-inc-3630692936?refId=AqWYXpf%2F6RRgvIBzNhRbJw%3D%3D&trackingId=Cl0y8O63l4YnjGRDGyyEBw%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,"ProSource360 Consulting Services, Inc.",https://www.linkedin.com/company/prosource360-consulting-services-inc-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bethesda, MD"
Contract Citation Sovereign Group,https://www.linkedin.com/jobs/view/contract-citation-sovereign-group-at-sta-jets-3644548042?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=KE73RcxUrO%2Fx4I1F1og4jg%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card,3 weeks ago,STA Jets,https://www.linkedin.com/company/sta-jets-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Costa Mesa, CA"
CONTRACT ADM 3 (Contracts Administrator – Summer Law Clerk) - 54619,https://www.linkedin.com/jobs/view/contract-adm-3-contracts-administrator-%E2%80%93-summer-law-clerk-54619-at-university-of-california-davis-3635071450?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=HSxaFdvPoFuk6BKJ2EYkCQ%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,"University of California, Davis",https://www.linkedin.com/company/uc-davis?trk=public_jobs_jserp-result_job-search-card-subtitle,"Davis, CA"
Site Contract Leader,https://www.linkedin.com/jobs/view/site-contract-leader-at-parexel-3638191914?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=79fOV89KOM34eno6ghAXDQ%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Parexel,https://www.linkedin.com/company/parexel?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract Specialist- Grant Funded,https://www.linkedin.com/jobs/view/contract-specialist-grant-funded-at-state-of-georgia-3639160172?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=cSx%2B%2B2h6p1GwVebu%2FhieFQ%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card,4 weeks ago,State of Georgia,https://www.linkedin.com/company/state-of-georgia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Fulton County, GA"
Payer Contract Specialist,https://www.linkedin.com/jobs/view/payer-contract-specialist-at-united-surgical-partners-international-inc-3628249513?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=pjNgjKftNcoGg40wKqRs4A%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,"United Surgical Partners International, Inc",https://www.linkedin.com/company/united-surgical-partners-international-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dallas, TX"
IT Contract Specialist,https://www.linkedin.com/jobs/view/it-contract-specialist-at-oxy-3613952743?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=yBlKQ0Xhe3cSyEf5RDWzOw%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card,1 month ago,Oxy,https://www.linkedin.com/company/oxy?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Houston
Sponsored Programs Contract Analyst,https://www.linkedin.com/jobs/view/sponsored-programs-contract-analyst-at-vanderbilt-university-3626184128?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=dUogwv2cUChf37JySq2mdA%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Vanderbilt University,https://www.linkedin.com/company/vanderbilt-university?trk=public_jobs_jserp-result_job-search-card-subtitle,"Nashville, TN"
"Contract Specialist (Cambridge, MA or Nashville, TN)",https://www.linkedin.com/jobs/view/contract-specialist-cambridge-ma-or-nashville-tn-at-philips-3627304964?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=48n2d41HJe462YI%2FnxWdaQ%3D%3D&position=8&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Philips,https://nl.linkedin.com/company/philips?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cambridge, MA"
"Sponsored Research Contract Specialist, Sr. – Research Administration Remote",https://www.linkedin.com/jobs/view/sponsored-research-contract-specialist-sr-%E2%80%93-research-administration-remote-at-advocate-aurora-health-3624842246?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=qWJeJLk7e3NwNsU1Z%2BSYng%3D%3D&position=9&pageNum=6&trk=public_jobs_jserp-result_search-card,3 weeks ago,Advocate Aurora Health,https://www.linkedin.com/company/advocate-aurora-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Allenton, WI"
"Associate Community Manager, Pokémon GO (Contract)",https://www.linkedin.com/jobs/view/associate-community-manager-pok%C3%A9mon-go-contract-at-niantic-inc-3636725676?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=PSfT%2F7vOsUAvaeQtuvrg9Q%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,"Niantic, Inc.",https://www.linkedin.com/company/niantic?trk=public_jobs_jserp-result_job-search-card-subtitle,"Los Angeles, CA"
Regional Project Contracts Manager (Contract),https://www.linkedin.com/jobs/view/regional-project-contracts-manager-contract-at-petroplan-3636871980?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=x%2Fam0pSSGh9ykwbmfCrRug%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Petroplan,https://uk.linkedin.com/company/petroplan-global?trk=public_jobs_jserp-result_job-search-card-subtitle,"Phoenix, AZ"
Lead Contract Specialist,https://www.linkedin.com/jobs/view/lead-contract-specialist-at-usajobs-3636711526?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=0ff9njZxhSFepzUrA5vnpA%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,USAJOBS,https://www.linkedin.com/company/usajobs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Washington, DC"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632921128?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=bbONpfogti5%2BwSTYeH4Iog%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Palo Alto, CA"
Contracts Management,https://www.linkedin.com/jobs/view/contracts-management-at-lockheed-martin-3644541595?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=L12cyBsW7bc8X6GcphxEuQ%3D%3D&position=14&pageNum=6&trk=public_jobs_jserp-result_search-card,3 weeks ago,Lockheed Martin,https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sunnyvale, CA"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632922109?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=PLgRQO6IWEEQL0yak%2BU09Q%3D%3D&position=15&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Miami, FL"
Contract Specialist - Texas,https://www.linkedin.com/jobs/view/contract-specialist-texas-at-lhh-3635798332?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=%2B5cd6371pnl%2BYsZqOBK1zA%3D%3D&position=16&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,LHH,https://www.linkedin.com/company/lee-hecht-harrison?trk=public_jobs_jserp-result_job-search-card-subtitle,"Austin Woods, FL"
FIN/EMEA Localizations - Oracle EBS - Contract,https://www.linkedin.com/jobs/view/fin-emea-localizations-oracle-ebs-contract-at-byrdgroup-erp-cloud-talent-delivered-3628913829?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=MDtHAO4j2xPYRNqSFgD0yQ%3D%3D&position=17&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,ByrdGroup  ERP/Cloud Talent: Delivered,https://www.linkedin.com/company/byrd-professional-resources?trk=public_jobs_jserp-result_job-search-card-subtitle,"St Louis, MO"
Benefits Contract Coordinator (contract),https://www.linkedin.com/jobs/view/benefits-contract-coordinator-contract-at-johnson-johnson-3631392996?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=nIxPNMu%2Biw0OQz5XKaFwZQ%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Johnson & Johnson,https://www.linkedin.com/company/johnson-&-johnson?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Brunswick, NJ"
Contract Specialist Hybrid,https://www.linkedin.com/jobs/view/contract-specialist-hybrid-at-simpson-property-group-3643482256?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=3KMiXc%2F60t%2FCeXg2BezFyA%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Simpson Property Group,https://au.linkedin.com/company/simpson-property-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Illinois, United States"
Federal Contract Negotiator,https://www.linkedin.com/jobs/view/federal-contract-negotiator-at-esri-3629789194?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=f1yvfv1gEN%2F8gZzzGKanyA%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Esri,https://www.linkedin.com/company/esri?trk=public_jobs_jserp-result_job-search-card-subtitle,"St Louis, MO"
Grant and Contract Coordinator,https://www.linkedin.com/jobs/view/grant-and-contract-coordinator-at-western-washington-university-3643496054?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=CZx8ajet5T1fg5ZVM%2FQ6Zg%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Western Washington University,https://www.linkedin.com/company/western-washington-university?trk=public_jobs_jserp-result_job-search-card-subtitle,"Washington, United States"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-rand-corporation-3633539250?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=7adxNwoaY1YHCOD4w69dDw%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,RAND Corporation,https://www.linkedin.com/company/rand-corporation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Santa Monica, CA"
Associate Contract Management Analyst,https://www.linkedin.com/jobs/view/associate-contract-management-analyst-at-pacific-gas-and-electric-company-pg-e-3637396419?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=xDvQWQZYGRGx%2FMixXMLh9Q%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Pacific Gas and Electric Company(PG&E),https://www.linkedin.com/company/pg&ampe?trk=public_jobs_jserp-result_job-search-card-subtitle,"Oakland, CA"
Contract Analyst,https://www.linkedin.com/jobs/view/contract-analyst-at-three-point-solutions-inc-3624386122?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=HGf71Orlj%2F%2BDwF8lZCTEcw%3D%3D&position=24&pageNum=6&trk=public_jobs_jserp-result_search-card,3 weeks ago,"Three Point Solutions, Inc.",https://www.linkedin.com/company/three-point-solutions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Minneapolis, MN"
Contract Negotiator- Federal,https://www.linkedin.com/jobs/view/contract-negotiator-federal-at-esri-3629783833?refId=gsMWifPHcYqN4g9TK98hmQ%3D%3D&trackingId=3D1XFuRaxvP7i37dm9SB4w%3D%3D&position=25&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Esri,https://www.linkedin.com/company/esri?trk=public_jobs_jserp-result_job-search-card-subtitle,"Vienna, VA"
Provider Contracts Specialist,https://www.linkedin.com/jobs/view/provider-contracts-specialist-at-molina-healthcare-3631793079?refId=eXiuuMumsiVWVu1Fi871%2Fw%3D%3D&trackingId=sWjWYMqB%2FN1GNGwXSkQHFQ%3D%3D&position=1&pageNum=7&trk=public_jobs_jserp-result_search-card,2 days ago,Molina Healthcare,https://www.linkedin.com/company/molina-healthcare?trk=public_jobs_jserp-result_job-search-card-subtitle,"Los Angeles, CA"
Contract Manager,https://www.linkedin.com/jobs/view/contract-manager-at-diverse-lynx-3644574026?refId=eXiuuMumsiVWVu1Fi871%2Fw%3D%3D&trackingId=uf5GnDZcQmfvEutpnYyCeQ%3D%3D&position=2&pageNum=7&trk=public_jobs_jserp-result_search-card,3 weeks ago,Diverse Lynx,https://www.linkedin.com/company/diverselynx?trk=public_jobs_jserp-result_job-search-card-subtitle,"Edison, NJ"
Contract Management Specialist III or Contract Management Specialist IV,https://www.linkedin.com/jobs/view/contract-management-specialist-iii-or-contract-management-specialist-iv-at-city-of-austin-3631137161?refId=eXiuuMumsiVWVu1Fi871%2Fw%3D%3D&trackingId=Ka7CnogsVkD38B%2BOMi78sg%3D%3D&position=3&pageNum=7&trk=public_jobs_jserp-result_search-card,1 week ago,City of Austin,https://www.linkedin.com/company/city-of-austin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Austin, TX"
Grant and Contract Specialist,https://www.linkedin.com/jobs/view/grant-and-contract-specialist-at-university-of-chicago-3637339478?refId=eXiuuMumsiVWVu1Fi871%2Fw%3D%3D&trackingId=c9fXWJy5megtSYj4DEl%2BZA%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card,1 month ago,University of Chicago,https://www.linkedin.com/company/uchicago?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chicago, IL"
Contracts Specialist,https://www.linkedin.com/jobs/view/contracts-specialist-at-inari-medical-3639880131?refId=eXiuuMumsiVWVu1Fi871%2Fw%3D%3D&trackingId=izwIKbsiP%2FooLnh5lcakiQ%3D%3D&position=5&pageNum=7&trk=public_jobs_jserp-result_search-card,4 days ago,Inari Medical,https://www.linkedin.com/company/inari-medical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Irvine, CA"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-pioneer-human-services-3629237827?refId=eXiuuMumsiVWVu1Fi871%2Fw%3D%3D&trackingId=lvRX%2FHkcLFB4weVroEZO4w%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card,2 weeks ago,Pioneer Human Services,https://www.linkedin.com/company/pioneer-human-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Seattle, WA"
